zip,county,COUNTY
18445,Wayne County,WAYNE COUNTY
18446,Wyoming County,WYOMING COUNTY
18447,Lackawanna County,LACKAWANNA COUNTY
18448,Lackawanna County,LACKAWANNA COUNTY
18449,Wayne County,WAYNE COUNTY
18451,Pike County,PIKE COUNTY
18452,Lackawanna County,LACKAWANNA COUNTY
18453,Wayne County,WAYNE COUNTY
18454,Wayne County,WAYNE COUNTY
18455,Wayne County,WAYNE COUNTY
18456,Wayne County,WAYNE COUNTY
18457,Pike County,PIKE COUNTY
18458,Pike County,PIKE COUNTY
18459,Wayne County,WAYNE COUNTY
18460,Wayne County,WAYNE COUNTY
18461,Wayne County,WAYNE COUNTY
18462,Wayne County,WAYNE COUNTY
18463,Wayne County,WAYNE COUNTY
18464,Pike County,PIKE COUNTY
18465,Susquehanna County,SUSQUEHANNA COUNTY
18466,Monroe County,MONROE COUNTY
18469,Wayne County,WAYNE COUNTY
18470,Susquehanna County,SUSQUEHANNA COUNTY
18471,Lackawanna County,LACKAWANNA COUNTY
18472,Wayne County,WAYNE COUNTY
18473,Wayne County,WAYNE COUNTY
18501,Lackawanna County,LACKAWANNA COUNTY
18502,Lackawanna County,LACKAWANNA COUNTY
18503,Lackawanna County,LACKAWANNA COUNTY
18504,Lackawanna County,LACKAWANNA COUNTY
18505,Lackawanna County,LACKAWANNA COUNTY
18507,Lackawanna County,LACKAWANNA COUNTY
18508,Lackawanna County,LACKAWANNA COUNTY
18509,Lackawanna County,LACKAWANNA COUNTY
18510,Lackawanna County,LACKAWANNA COUNTY
18512,Lackawanna County,LACKAWANNA COUNTY
18514,Lackawanna County,LACKAWANNA COUNTY
18515,Lackawanna County,LACKAWANNA COUNTY
18517,Lackawanna County,LACKAWANNA COUNTY
18518,Lackawanna County,LACKAWANNA COUNTY
18519,Lackawanna County,LACKAWANNA COUNTY
18522,Lackawanna County,LACKAWANNA COUNTY
18540,Lackawanna County,LACKAWANNA COUNTY
18577,Lackawanna County,LACKAWANNA COUNTY
18601,Luzerne County,LUZERNE COUNTY
18602,Luzerne County,LUZERNE COUNTY
18603,Columbia County,COLUMBIA COUNTY
18610,Monroe County,MONROE COUNTY
18611,Luzerne County,LUZERNE COUNTY
18612,Luzerne County,LUZERNE COUNTY
18614,Sullivan County,SULLIVAN COUNTY
18615,Wyoming County,WYOMING COUNTY
18616,Sullivan County,SULLIVAN COUNTY
18617,Luzerne County,LUZERNE COUNTY
18618,Luzerne County,LUZERNE COUNTY
18619,Sullivan County,SULLIVAN COUNTY
18621,Luzerne County,LUZERNE COUNTY
18622,Luzerne County,LUZERNE COUNTY
18623,Wyoming County,WYOMING COUNTY
18624,Carbon County,CARBON COUNTY
18625,Wyoming County,WYOMING COUNTY
18626,Sullivan County,SULLIVAN COUNTY
18627,Luzerne County,LUZERNE COUNTY
18628,Sullivan County,SULLIVAN COUNTY
18629,Wyoming County,WYOMING COUNTY
18630,Wyoming County,WYOMING COUNTY
18631,Columbia County,COLUMBIA COUNTY
18632,Sullivan County,SULLIVAN COUNTY
18634,Luzerne County,LUZERNE COUNTY
18635,Luzerne County,LUZERNE COUNTY
18636,Wyoming County,WYOMING COUNTY
18640,Luzerne County,LUZERNE COUNTY
18641,Luzerne County,LUZERNE COUNTY
18642,Luzerne County,LUZERNE COUNTY
18643,Luzerne County,LUZERNE COUNTY
18644,Luzerne County,LUZERNE COUNTY
18651,Luzerne County,LUZERNE COUNTY
18653,Lackawanna County,LACKAWANNA COUNTY
18654,Luzerne County,LUZERNE COUNTY
18655,Luzerne County,LUZERNE COUNTY
18656,Luzerne County,LUZERNE COUNTY
18657,Wyoming County,WYOMING COUNTY
18660,Luzerne County,LUZERNE COUNTY
18661,Luzerne County,LUZERNE COUNTY
18690,Luzerne County,LUZERNE COUNTY
18701,Luzerne County,LUZERNE COUNTY
18702,Luzerne County,LUZERNE COUNTY
18703,Luzerne County,LUZERNE COUNTY
18704,Luzerne County,LUZERNE COUNTY
18705,Luzerne County,LUZERNE COUNTY
18706,Luzerne County,LUZERNE COUNTY
18707,Luzerne County,LUZERNE COUNTY
18708,Luzerne County,LUZERNE COUNTY
18709,Luzerne County,LUZERNE COUNTY
18710,Luzerne County,LUZERNE COUNTY
18711,Luzerne County,LUZERNE COUNTY
18762,Luzerne County,LUZERNE COUNTY
18764,Luzerne County,LUZERNE COUNTY
18765,Luzerne County,LUZERNE COUNTY
18766,Luzerne County,LUZERNE COUNTY
18767,Luzerne County,LUZERNE COUNTY
18769,Luzerne County,LUZERNE COUNTY
18773,Luzerne County,LUZERNE COUNTY
18801,Susquehanna County,SUSQUEHANNA COUNTY
18810,Bradford County,BRADFORD COUNTY
18812,Susquehanna County,SUSQUEHANNA COUNTY
18813,Susquehanna County,SUSQUEHANNA COUNTY
18814,Bradford County,BRADFORD COUNTY
18815,Bradford County,BRADFORD COUNTY
18816,Susquehanna County,SUSQUEHANNA COUNTY
18817,Bradford County,BRADFORD COUNTY
18818,Susquehanna County,SUSQUEHANNA COUNTY
18820,Susquehanna County,SUSQUEHANNA COUNTY
18821,Susquehanna County,SUSQUEHANNA COUNTY
18822,Susquehanna County,SUSQUEHANNA COUNTY
18823,Susquehanna County,SUSQUEHANNA COUNTY
18824,Susquehanna County,SUSQUEHANNA COUNTY
18825,Susquehanna County,SUSQUEHANNA COUNTY
18826,Susquehanna County,SUSQUEHANNA COUNTY
18827,Susquehanna County,SUSQUEHANNA COUNTY
18828,Susquehanna County,SUSQUEHANNA COUNTY
18829,Bradford County,BRADFORD COUNTY
18830,Susquehanna County,SUSQUEHANNA COUNTY
18831,Bradford County,BRADFORD COUNTY
18832,Bradford County,BRADFORD COUNTY
18833,Bradford County,BRADFORD COUNTY
18834,Susquehanna County,SUSQUEHANNA COUNTY
18837,Bradford County,BRADFORD COUNTY
18840,Bradford County,BRADFORD COUNTY
18842,Susquehanna County,SUSQUEHANNA COUNTY
18843,Susquehanna County,SUSQUEHANNA COUNTY
18844,Susquehanna County,SUSQUEHANNA COUNTY
18845,Bradford County,BRADFORD COUNTY
18846,Bradford County,BRADFORD COUNTY
18847,Susquehanna County,SUSQUEHANNA COUNTY
18848,Bradford County,BRADFORD COUNTY
18850,Bradford County,BRADFORD COUNTY
18851,Bradford County,BRADFORD COUNTY
18853,Bradford County,BRADFORD COUNTY
18854,Bradford County,BRADFORD COUNTY
18901,Bucks County,BUCKS COUNTY
18902,Bucks County,BUCKS COUNTY
18910,Bucks County,BUCKS COUNTY
18911,Bucks County,BUCKS COUNTY
18912,Bucks County,BUCKS COUNTY
18913,Bucks County,BUCKS COUNTY
18914,Bucks County,BUCKS COUNTY
18915,Montgomery County,MONTGOMERY COUNTY
18916,Bucks County,BUCKS COUNTY
18917,Bucks County,BUCKS COUNTY
18918,Montgomery County,MONTGOMERY COUNTY
18920,Bucks County,BUCKS COUNTY
18921,Bucks County,BUCKS COUNTY
18922,Bucks County,BUCKS COUNTY
18923,Bucks County,BUCKS COUNTY
18924,Montgomery County,MONTGOMERY COUNTY
18925,Bucks County,BUCKS COUNTY
18926,Bucks County,BUCKS COUNTY
18927,Bucks County,BUCKS COUNTY
18928,Bucks County,BUCKS COUNTY
18929,Bucks County,BUCKS COUNTY
18930,Bucks County,BUCKS COUNTY
18931,Bucks County,BUCKS COUNTY
18932,Bucks County,BUCKS COUNTY
18933,Bucks County,BUCKS COUNTY
18934,Bucks County,BUCKS COUNTY
18935,Bucks County,BUCKS COUNTY
18936,Montgomery County,MONTGOMERY COUNTY
18938,Bucks County,BUCKS COUNTY
18940,Bucks County,BUCKS COUNTY
18942,Bucks County,BUCKS COUNTY
18943,Bucks County,BUCKS COUNTY
18944,Bucks County,BUCKS COUNTY
18946,Bucks County,BUCKS COUNTY
18947,Bucks County,BUCKS COUNTY
18949,Bucks County,BUCKS COUNTY
18950,Bucks County,BUCKS COUNTY
18951,Bucks County,BUCKS COUNTY
18953,Bucks County,BUCKS COUNTY
18954,Bucks County,BUCKS COUNTY
18955,Bucks County,BUCKS COUNTY
18956,Bucks County,BUCKS COUNTY
18957,Montgomery County,MONTGOMERY COUNTY
18958,Montgomery County,MONTGOMERY COUNTY
18960,Bucks County,BUCKS COUNTY
18962,Bucks County,BUCKS COUNTY
18963,Bucks County,BUCKS COUNTY
18964,Montgomery County,MONTGOMERY COUNTY
18966,Bucks County,BUCKS COUNTY
18968,Bucks County,BUCKS COUNTY
18969,Montgomery County,MONTGOMERY COUNTY
18970,Bucks County,BUCKS COUNTY
18971,Montgomery County,MONTGOMERY COUNTY
18972,Bucks County,BUCKS COUNTY
18974,Bucks County,BUCKS COUNTY
18976,Bucks County,BUCKS COUNTY
18977,Bucks County,BUCKS COUNTY
18979,Montgomery County,MONTGOMERY COUNTY
18980,Bucks County,BUCKS COUNTY
18981,Bucks County,BUCKS COUNTY
18991,Bucks County,BUCKS COUNTY
19001,Montgomery County,MONTGOMERY COUNTY
19002,Montgomery County,MONTGOMERY COUNTY
19003,Montgomery County,MONTGOMERY COUNTY
19004,Montgomery County,MONTGOMERY COUNTY
19006,Montgomery County,MONTGOMERY COUNTY
19007,Bucks County,BUCKS COUNTY
19008,Delaware County,DELAWARE COUNTY
19009,Montgomery County,MONTGOMERY COUNTY
19010,Delaware County,DELAWARE COUNTY
19012,Montgomery County,MONTGOMERY COUNTY
19013,Delaware County,DELAWARE COUNTY
19014,Delaware County,DELAWARE COUNTY
19015,Delaware County,DELAWARE COUNTY
19016,Delaware County,DELAWARE COUNTY
19017,Delaware County,DELAWARE COUNTY
19018,Delaware County,DELAWARE COUNTY
19019,Philadelphia County,PHILADELPHIA COUNTY
19020,Bucks County,BUCKS COUNTY
19021,Bucks County,BUCKS COUNTY
19022,Delaware County,DELAWARE COUNTY
19023,Delaware County,DELAWARE COUNTY
19025,Montgomery County,MONTGOMERY COUNTY
19026,Delaware County,DELAWARE COUNTY
19027,Montgomery County,MONTGOMERY COUNTY
19028,Delaware County,DELAWARE COUNTY
19029,Delaware County,DELAWARE COUNTY
19030,Bucks County,BUCKS COUNTY
19031,Montgomery County,MONTGOMERY COUNTY
19032,Delaware County,DELAWARE COUNTY
19033,Delaware County,DELAWARE COUNTY
19034,Montgomery County,MONTGOMERY COUNTY
19035,Montgomery County,MONTGOMERY COUNTY
19036,Delaware County,DELAWARE COUNTY
19037,Delaware County,DELAWARE COUNTY
19038,Montgomery County,MONTGOMERY COUNTY
19039,Delaware County,DELAWARE COUNTY
19040,Montgomery County,MONTGOMERY COUNTY
19041,Delaware County,DELAWARE COUNTY
19043,Delaware County,DELAWARE COUNTY
19044,Montgomery County,MONTGOMERY COUNTY
19046,Montgomery County,MONTGOMERY COUNTY
19047,Bucks County,BUCKS COUNTY
19048,Montgomery County,MONTGOMERY COUNTY
19049,Montgomery County,MONTGOMERY COUNTY
19050,Delaware County,DELAWARE COUNTY
19052,Delaware County,DELAWARE COUNTY
19053,Bucks County,BUCKS COUNTY
19054,Bucks County,BUCKS COUNTY
19055,Bucks County,BUCKS COUNTY
19056,Bucks County,BUCKS COUNTY
19057,Bucks County,BUCKS COUNTY
19058,Bucks County,BUCKS COUNTY
19060,Delaware County,DELAWARE COUNTY
19061,Delaware County,DELAWARE COUNTY
19063,Delaware County,DELAWARE COUNTY
19064,Delaware County,DELAWARE COUNTY
19065,Delaware County,DELAWARE COUNTY
19066,Montgomery County,MONTGOMERY COUNTY
19067,Bucks County,BUCKS COUNTY
19070,Delaware County,DELAWARE COUNTY
19072,Montgomery County,MONTGOMERY COUNTY
19073,Delaware County,DELAWARE COUNTY
19074,Delaware County,DELAWARE COUNTY
19075,Montgomery County,MONTGOMERY COUNTY
19076,Delaware County,DELAWARE COUNTY
19078,Delaware County,DELAWARE COUNTY
19079,Delaware County,DELAWARE COUNTY
19080,Delaware County,DELAWARE COUNTY
19081,Delaware County,DELAWARE COUNTY
19082,Delaware County,DELAWARE COUNTY
19083,Delaware County,DELAWARE COUNTY
19085,Delaware County,DELAWARE COUNTY
19086,Delaware County,DELAWARE COUNTY
19087,Chester County,CHESTER COUNTY
19088,Delaware County,DELAWARE COUNTY
19089,Delaware County,DELAWARE COUNTY
19090,Montgomery County,MONTGOMERY COUNTY
19091,Delaware County,DELAWARE COUNTY
19092,Philadelphia County,PHILADELPHIA COUNTY
19093,Philadelphia County,PHILADELPHIA COUNTY
19094,Delaware County,DELAWARE COUNTY
19095,Montgomery County,MONTGOMERY COUNTY
19096,Montgomery County,MONTGOMERY COUNTY
19098,Delaware County,DELAWARE COUNTY
19099,Philadelphia County,PHILADELPHIA COUNTY
19101,Philadelphia County,PHILADELPHIA COUNTY
19102,Philadelphia County,PHILADELPHIA COUNTY
19103,Philadelphia County,PHILADELPHIA COUNTY
19104,Philadelphia County,PHILADELPHIA COUNTY
19105,Philadelphia County,PHILADELPHIA COUNTY
19106,Philadelphia County,PHILADELPHIA COUNTY
19107,Philadelphia County,PHILADELPHIA COUNTY
19108,Philadelphia County,PHILADELPHIA COUNTY
19109,Philadelphia County,PHILADELPHIA COUNTY
19110,Philadelphia County,PHILADELPHIA COUNTY
19111,Philadelphia County,PHILADELPHIA COUNTY
19112,Philadelphia County,PHILADELPHIA COUNTY
19113,Delaware County,DELAWARE COUNTY
19114,Philadelphia County,PHILADELPHIA COUNTY
19115,Philadelphia County,PHILADELPHIA COUNTY
19116,Philadelphia County,PHILADELPHIA COUNTY
19118,Philadelphia County,PHILADELPHIA COUNTY
19119,Philadelphia County,PHILADELPHIA COUNTY
19120,Philadelphia County,PHILADELPHIA COUNTY
19121,Philadelphia County,PHILADELPHIA COUNTY
19122,Philadelphia County,PHILADELPHIA COUNTY
19123,Philadelphia County,PHILADELPHIA COUNTY
19124,Philadelphia County,PHILADELPHIA COUNTY
19125,Philadelphia County,PHILADELPHIA COUNTY
19126,Philadelphia County,PHILADELPHIA COUNTY
19127,Philadelphia County,PHILADELPHIA COUNTY
19128,Philadelphia County,PHILADELPHIA COUNTY
19129,Philadelphia County,PHILADELPHIA COUNTY
19130,Philadelphia County,PHILADELPHIA COUNTY
19131,Philadelphia County,PHILADELPHIA COUNTY
19132,Philadelphia County,PHILADELPHIA COUNTY
19133,Philadelphia County,PHILADELPHIA COUNTY
19134,Philadelphia County,PHILADELPHIA COUNTY
19135,Philadelphia County,PHILADELPHIA COUNTY
19136,Philadelphia County,PHILADELPHIA COUNTY
19137,Philadelphia County,PHILADELPHIA COUNTY
19138,Philadelphia County,PHILADELPHIA COUNTY
19139,Philadelphia County,PHILADELPHIA COUNTY
19140,Philadelphia County,PHILADELPHIA COUNTY
19141,Philadelphia County,PHILADELPHIA COUNTY
19142,Philadelphia County,PHILADELPHIA COUNTY
19143,Philadelphia County,PHILADELPHIA COUNTY
19144,Philadelphia County,PHILADELPHIA COUNTY
19145,Philadelphia County,PHILADELPHIA COUNTY
19146,Philadelphia County,PHILADELPHIA COUNTY
19147,Philadelphia County,PHILADELPHIA COUNTY
19148,Philadelphia County,PHILADELPHIA COUNTY
19149,Philadelphia County,PHILADELPHIA COUNTY
19150,Philadelphia County,PHILADELPHIA COUNTY
19151,Philadelphia County,PHILADELPHIA COUNTY
19152,Philadelphia County,PHILADELPHIA COUNTY
19153,Philadelphia County,PHILADELPHIA COUNTY
19154,Philadelphia County,PHILADELPHIA COUNTY
19155,Philadelphia County,PHILADELPHIA COUNTY
19160,Philadelphia County,PHILADELPHIA COUNTY
19161,Philadelphia County,PHILADELPHIA COUNTY
19162,Philadelphia County,PHILADELPHIA COUNTY
19170,Philadelphia County,PHILADELPHIA COUNTY
19171,Philadelphia County,PHILADELPHIA COUNTY
19172,Philadelphia County,PHILADELPHIA COUNTY
19173,Philadelphia County,PHILADELPHIA COUNTY
19175,Philadelphia County,PHILADELPHIA COUNTY
19176,Philadelphia County,PHILADELPHIA COUNTY
19177,Philadelphia County,PHILADELPHIA COUNTY
19178,Philadelphia County,PHILADELPHIA COUNTY
19179,Philadelphia County,PHILADELPHIA COUNTY
19181,Philadelphia County,PHILADELPHIA COUNTY
19182,Philadelphia County,PHILADELPHIA COUNTY
19183,Philadelphia County,PHILADELPHIA COUNTY
19184,Philadelphia County,PHILADELPHIA COUNTY
19185,Philadelphia County,PHILADELPHIA COUNTY
19187,Philadelphia County,PHILADELPHIA COUNTY
19188,Philadelphia County,PHILADELPHIA COUNTY
19190,Philadelphia County,PHILADELPHIA COUNTY
19191,Philadelphia County,PHILADELPHIA COUNTY
19192,Philadelphia County,PHILADELPHIA COUNTY
19193,Philadelphia County,PHILADELPHIA COUNTY
19194,Philadelphia County,PHILADELPHIA COUNTY
19195,Philadelphia County,PHILADELPHIA COUNTY
19196,Philadelphia County,PHILADELPHIA COUNTY
19197,Philadelphia County,PHILADELPHIA COUNTY
19244,Philadelphia County,PHILADELPHIA COUNTY
19255,Philadelphia County,PHILADELPHIA COUNTY
19301,Chester County,CHESTER COUNTY
19310,Chester County,CHESTER COUNTY
19311,Chester County,CHESTER COUNTY
19312,Chester County,CHESTER COUNTY
19316,Chester County,CHESTER COUNTY
19317,Delaware County,DELAWARE COUNTY
19318,Chester County,CHESTER COUNTY
19319,Delaware County,DELAWARE COUNTY
19320,Chester County,CHESTER COUNTY
19330,Chester County,CHESTER COUNTY
19331,Delaware County,DELAWARE COUNTY
19333,Chester County,CHESTER COUNTY
19335,Chester County,CHESTER COUNTY
19339,Delaware County,DELAWARE COUNTY
19340,Delaware County,DELAWARE COUNTY
19341,Chester County,CHESTER COUNTY
19342,Delaware County,DELAWARE COUNTY
19343,Chester County,CHESTER COUNTY
19344,Chester County,CHESTER COUNTY
19345,Chester County,CHESTER COUNTY
19346,Chester County,CHESTER COUNTY
19347,Chester County,CHESTER COUNTY
19348,Chester County,CHESTER COUNTY
19350,Chester County,CHESTER COUNTY
19351,Chester County,CHESTER COUNTY
19352,Chester County,CHESTER COUNTY
19353,Chester County,CHESTER COUNTY
19354,Chester County,CHESTER COUNTY
19355,Chester County,CHESTER COUNTY
19357,Chester County,CHESTER COUNTY
19358,Chester County,CHESTER COUNTY
19360,Chester County,CHESTER COUNTY
19362,Chester County,CHESTER COUNTY
19363,Chester County,CHESTER COUNTY
19365,Chester County,CHESTER COUNTY
19366,Chester County,CHESTER COUNTY
19367,Chester County,CHESTER COUNTY
19369,Chester County,CHESTER COUNTY
19371,Chester County,CHESTER COUNTY
19372,Chester County,CHESTER COUNTY
19373,Delaware County,DELAWARE COUNTY
19374,Chester County,CHESTER COUNTY
19375,Chester County,CHESTER COUNTY
19376,Chester County,CHESTER COUNTY
19380,Chester County,CHESTER COUNTY
19381,Chester County,CHESTER COUNTY
19382,Chester County,CHESTER COUNTY
19383,Chester County,CHESTER COUNTY
19388,Chester County,CHESTER COUNTY
19390,Chester County,CHESTER COUNTY
19395,Chester County,CHESTER COUNTY
19397,Chester County,CHESTER COUNTY
19398,Chester County,CHESTER COUNTY
19399,Chester County,CHESTER COUNTY
19401,Montgomery County,MONTGOMERY COUNTY
19403,Montgomery County,MONTGOMERY COUNTY
19404,Montgomery County,MONTGOMERY COUNTY
19405,Montgomery County,MONTGOMERY COUNTY
19406,Montgomery County,MONTGOMERY COUNTY
19407,Montgomery County,MONTGOMERY COUNTY
19408,Montgomery County,MONTGOMERY COUNTY
19409,Montgomery County,MONTGOMERY COUNTY
19415,Montgomery County,MONTGOMERY COUNTY
19420,Montgomery County,MONTGOMERY COUNTY
19421,Chester County,CHESTER COUNTY
19422,Montgomery County,MONTGOMERY COUNTY
19423,Montgomery County,MONTGOMERY COUNTY
19424,Montgomery County,MONTGOMERY COUNTY
19425,Chester County,CHESTER COUNTY
19426,Montgomery County,MONTGOMERY COUNTY
19428,Montgomery County,MONTGOMERY COUNTY
19429,Montgomery County,MONTGOMERY COUNTY
19430,Montgomery County,MONTGOMERY COUNTY
19432,Chester County,CHESTER COUNTY
19435,Montgomery County,MONTGOMERY COUNTY
19436,Montgomery County,MONTGOMERY COUNTY
19437,Montgomery County,MONTGOMERY COUNTY
19438,Montgomery County,MONTGOMERY COUNTY
19440,Montgomery County,MONTGOMERY COUNTY
19441,Montgomery County,MONTGOMERY COUNTY
19442,Chester County,CHESTER COUNTY
19443,Montgomery County,MONTGOMERY COUNTY
19444,Montgomery County,MONTGOMERY COUNTY
19446,Montgomery County,MONTGOMERY COUNTY
19450,Montgomery County,MONTGOMERY COUNTY
19451,Montgomery County,MONTGOMERY COUNTY
19453,Montgomery County,MONTGOMERY COUNTY
19454,Montgomery County,MONTGOMERY COUNTY
19455,Montgomery County,MONTGOMERY COUNTY
19456,Montgomery County,MONTGOMERY COUNTY
19457,Chester County,CHESTER COUNTY
19460,Chester County,CHESTER COUNTY
19462,Montgomery County,MONTGOMERY COUNTY
19464,Montgomery County,MONTGOMERY COUNTY
19465,Chester County,CHESTER COUNTY
19468,Montgomery County,MONTGOMERY COUNTY
19470,Chester County,CHESTER COUNTY
19472,Montgomery County,MONTGOMERY COUNTY
19473,Montgomery County,MONTGOMERY COUNTY
19474,Montgomery County,MONTGOMERY COUNTY
19475,Chester County,CHESTER COUNTY
19477,Montgomery County,MONTGOMERY COUNTY
19478,Montgomery County,MONTGOMERY COUNTY
19480,Chester County,CHESTER COUNTY
19481,Montgomery County,MONTGOMERY COUNTY
19482,Montgomery County,MONTGOMERY COUNTY
19483,Montgomery County,MONTGOMERY COUNTY
19484,Montgomery County,MONTGOMERY COUNTY
19485,Montgomery County,MONTGOMERY COUNTY
19486,Montgomery County,MONTGOMERY COUNTY
19487,Montgomery County,MONTGOMERY COUNTY
19488,Montgomery County,MONTGOMERY COUNTY
19489,Montgomery County,MONTGOMERY COUNTY
19490,Montgomery County,MONTGOMERY COUNTY
19492,Montgomery County,MONTGOMERY COUNTY
19493,Montgomery County,MONTGOMERY COUNTY
19494,Montgomery County,MONTGOMERY COUNTY
19495,Montgomery County,MONTGOMERY COUNTY
19496,Montgomery County,MONTGOMERY COUNTY
19501,Lancaster County,LANCASTER COUNTY
19503,Berks County,BERKS COUNTY
19504,Berks County,BERKS COUNTY
19505,Berks County,BERKS COUNTY
19506,Berks County,BERKS COUNTY
19507,Berks County,BERKS COUNTY
19508,Berks County,BERKS COUNTY
19510,Berks County,BERKS COUNTY
19511,Berks County,BERKS COUNTY
19512,Berks County,BERKS COUNTY
19516,Berks County,BERKS COUNTY
19518,Berks County,BERKS COUNTY
19519,Berks County,BERKS COUNTY
19520,Chester County,CHESTER COUNTY
19522,Berks County,BERKS COUNTY
19523,Berks County,BERKS COUNTY
19525,Montgomery County,MONTGOMERY COUNTY
19526,Berks County,BERKS COUNTY
