zip,county,COUNTY
56023,Faribault County,FARIBAULT COUNTY
56024,Blue Earth County,BLUE EARTH COUNTY
56025,Faribault County,FARIBAULT COUNTY
56026,Steele County,STEELE COUNTY
56027,Faribault County,FARIBAULT COUNTY
56028,Le Sueur County,LE SUEUR COUNTY
56029,Freeborn County,FREEBORN COUNTY
56030,Brown County,BROWN COUNTY
56031,Martin County,MARTIN COUNTY
56032,Freeborn County,FREEBORN COUNTY
56033,Faribault County,FARIBAULT COUNTY
56034,Blue Earth County,BLUE EARTH COUNTY
56035,Freeborn County,FREEBORN COUNTY
56036,Freeborn County,FREEBORN COUNTY
56037,Blue Earth County,BLUE EARTH COUNTY
56039,Martin County,MARTIN COUNTY
56041,Brown County,BROWN COUNTY
56042,Freeborn County,FREEBORN COUNTY
56043,Freeborn County,FREEBORN COUNTY
56044,Sibley County,SIBLEY COUNTY
56045,Freeborn County,FREEBORN COUNTY
56046,Steele County,STEELE COUNTY
56047,Faribault County,FARIBAULT COUNTY
56048,Waseca County,WASECA COUNTY
56050,Le Sueur County,LE SUEUR COUNTY
56051,Faribault County,FARIBAULT COUNTY
56052,Le Sueur County,LE SUEUR COUNTY
56054,Nicollet County,NICOLLET COUNTY
56055,Blue Earth County,BLUE EARTH COUNTY
56056,Watonwan County,WATONWAN COUNTY
56057,Le Sueur County,LE SUEUR COUNTY
56058,Le Sueur County,LE SUEUR COUNTY
56060,Watonwan County,WATONWAN COUNTY
56062,Watonwan County,WATONWAN COUNTY
56063,Blue Earth County,BLUE EARTH COUNTY
56065,Blue Earth County,BLUE EARTH COUNTY
56068,Faribault County,FARIBAULT COUNTY
56069,Le Sueur County,LE SUEUR COUNTY
56071,Scott County,SCOTT COUNTY
56072,Waseca County,WASECA COUNTY
56073,Brown County,BROWN COUNTY
56074,Nicollet County,NICOLLET COUNTY
56075,Martin County,MARTIN COUNTY
56078,Blue Earth County,BLUE EARTH COUNTY
56080,Blue Earth County,BLUE EARTH COUNTY
56081,Watonwan County,WATONWAN COUNTY
56082,Nicollet County,NICOLLET COUNTY
56083,Redwood County,REDWOOD COUNTY
56084,Brown County,BROWN COUNTY
56085,Brown County,BROWN COUNTY
56087,Brown County,BROWN COUNTY
56088,Martin County,MARTIN COUNTY
56089,Freeborn County,FREEBORN COUNTY
56090,Blue Earth County,BLUE EARTH COUNTY
56091,Waseca County,WASECA COUNTY
56093,Waseca County,WASECA COUNTY
56096,Le Sueur County,LE SUEUR COUNTY
56097,Faribault County,FARIBAULT COUNTY
56098,Faribault County,FARIBAULT COUNTY
56101,Cottonwood County,COTTONWOOD COUNTY
56110,Nobles County,NOBLES COUNTY
56111,Jackson County,JACKSON COUNTY
56113,Lincoln County,LINCOLN COUNTY
56114,Murray County,MURRAY COUNTY
56115,Lyon County,LYON COUNTY
56116,Rock County,ROCK COUNTY
56117,Nobles County,NOBLES COUNTY
56118,Cottonwood County,COTTONWOOD COUNTY
56119,Nobles County,NOBLES COUNTY
56120,Watonwan County,WATONWAN COUNTY
56121,Martin County,MARTIN COUNTY
56122,Murray County,MURRAY COUNTY
56123,Murray County,MURRAY COUNTY
56125,Murray County,MURRAY COUNTY
56127,Martin County,MARTIN COUNTY
56128,Pipestone County,PIPESTONE COUNTY
56129,Nobles County,NOBLES COUNTY
56131,Murray County,MURRAY COUNTY
56132,Lyon County,LYON COUNTY
56134,Rock County,ROCK COUNTY
56136,Lincoln County,LINCOLN COUNTY
56137,Jackson County,JACKSON COUNTY
56138,Rock County,ROCK COUNTY
56139,Pipestone County,PIPESTONE COUNTY
56140,Pipestone County,PIPESTONE COUNTY
56141,Murray County,MURRAY COUNTY
56142,Lincoln County,LINCOLN COUNTY
56143,Jackson County,JACKSON COUNTY
56144,Pipestone County,PIPESTONE COUNTY
56145,Cottonwood County,COTTONWOOD COUNTY
56146,Rock County,ROCK COUNTY
56147,Rock County,ROCK COUNTY
56149,Lincoln County,LINCOLN COUNTY
56150,Jackson County,JACKSON COUNTY
56151,Murray County,MURRAY COUNTY
56152,Redwood County,REDWOOD COUNTY
56153,Nobles County,NOBLES COUNTY
56155,Nobles County,NOBLES COUNTY
56156,Rock County,ROCK COUNTY
56157,Lyon County,LYON COUNTY
56158,Rock County,ROCK COUNTY
56159,Cottonwood County,COTTONWOOD COUNTY
56160,Watonwan County,WATONWAN COUNTY
56161,Jackson County,JACKSON COUNTY
56162,Martin County,MARTIN COUNTY
56164,Pipestone County,PIPESTONE COUNTY
56165,Nobles County,NOBLES COUNTY
56166,Redwood County,REDWOOD COUNTY
56167,Nobles County,NOBLES COUNTY
56168,Nobles County,NOBLES COUNTY
56169,Lyon County,LYON COUNTY
56170,Pipestone County,PIPESTONE COUNTY
56171,Martin County,MARTIN COUNTY
56172,Murray County,MURRAY COUNTY
56173,Rock County,ROCK COUNTY
56174,Cottonwood County,COTTONWOOD COUNTY
56175,Lyon County,LYON COUNTY
56176,Martin County,MARTIN COUNTY
56177,Pipestone County,PIPESTONE COUNTY
56178,Lincoln County,LINCOLN COUNTY
56180,Redwood County,REDWOOD COUNTY
56181,Martin County,MARTIN COUNTY
56183,Cottonwood County,COTTONWOOD COUNTY
56185,Nobles County,NOBLES COUNTY
56186,Pipestone County,PIPESTONE COUNTY
56187,Nobles County,NOBLES COUNTY
56201,Kandiyohi County,KANDIYOHI COUNTY
56207,Stevens County,STEVENS COUNTY
56208,Swift County,SWIFT COUNTY
56209,Kandiyohi County,KANDIYOHI COUNTY
56210,Big Stone County,BIG STONE COUNTY
56211,Big Stone County,BIG STONE COUNTY
56212,Lac qui Parle County,LAC QUI PARLE COUNTY
56214,Redwood County,REDWOOD COUNTY
56215,Swift County,SWIFT COUNTY
56216,Kandiyohi County,KANDIYOHI COUNTY
56218,Lac qui Parle County,LAC QUI PARLE COUNTY
56219,Traverse County,TRAVERSE COUNTY
56220,Yellow Medicine County,YELLOW MEDICINE COUNTY
56221,Stevens County,STEVENS COUNTY
56222,Chippewa County,CHIPPEWA COUNTY
56223,Yellow Medicine County,YELLOW MEDICINE COUNTY
56224,Redwood County,REDWOOD COUNTY
56225,Big Stone County,BIG STONE COUNTY
56226,Swift County,SWIFT COUNTY
56227,Big Stone County,BIG STONE COUNTY
56228,Meeker County,MEEKER COUNTY
56229,Lyon County,LYON COUNTY
56230,Renville County,RENVILLE COUNTY
56231,Swift County,SWIFT COUNTY
56232,Lac qui Parle County,LAC QUI PARLE COUNTY
56235,Stevens County,STEVENS COUNTY
56236,Traverse County,TRAVERSE COUNTY
56237,Yellow Medicine County,YELLOW MEDICINE COUNTY
56239,Lyon County,LYON COUNTY
56240,Big Stone County,BIG STONE COUNTY
56241,Yellow Medicine County,YELLOW MEDICINE COUNTY
56243,Meeker County,MEEKER COUNTY
56244,Stevens County,STEVENS COUNTY
56245,Yellow Medicine County,YELLOW MEDICINE COUNTY
56248,Grant County,GRANT COUNTY
56249,Swift County,SWIFT COUNTY
56251,Kandiyohi County,KANDIYOHI COUNTY
56252,Swift County,SWIFT COUNTY
56253,Kandiyohi County,KANDIYOHI COUNTY
56255,Redwood County,REDWOOD COUNTY
56256,Lac qui Parle County,LAC QUI PARLE COUNTY
56257,Lac qui Parle County,LAC QUI PARLE COUNTY
56258,Lyon County,LYON COUNTY
56260,Chippewa County,CHIPPEWA COUNTY
56262,Chippewa County,CHIPPEWA COUNTY
56263,Redwood County,REDWOOD COUNTY
56264,Lyon County,LYON COUNTY
56265,Chippewa County,CHIPPEWA COUNTY
56266,Redwood County,REDWOOD COUNTY
56267,Stevens County,STEVENS COUNTY
56270,Renville County,RENVILLE COUNTY
56271,Swift County,SWIFT COUNTY
56273,Kandiyohi County,KANDIYOHI COUNTY
56274,Grant County,GRANT COUNTY
56276,Big Stone County,BIG STONE COUNTY
56277,Renville County,RENVILLE COUNTY
56278,Big Stone County,BIG STONE COUNTY
56279,Kandiyohi County,KANDIYOHI COUNTY
56280,Yellow Medicine County,YELLOW MEDICINE COUNTY
56281,Kandiyohi County,KANDIYOHI COUNTY
56282,Kandiyohi County,KANDIYOHI COUNTY
56283,Redwood County,REDWOOD COUNTY
56284,Renville County,RENVILLE COUNTY
56285,Renville County,RENVILLE COUNTY
56287,Redwood County,REDWOOD COUNTY
56288,Kandiyohi County,KANDIYOHI COUNTY
56289,Kandiyohi County,KANDIYOHI COUNTY
56291,Lyon County,LYON COUNTY
56292,Redwood County,REDWOOD COUNTY
56293,Redwood County,REDWOOD COUNTY
56294,Redwood County,REDWOOD COUNTY
56295,Chippewa County,CHIPPEWA COUNTY
56296,Traverse County,TRAVERSE COUNTY
56297,Yellow Medicine County,YELLOW MEDICINE COUNTY
56301,Stearns County,STEARNS COUNTY
56302,Stearns County,STEARNS COUNTY
56303,Stearns County,STEARNS COUNTY
56304,Sherburne County,SHERBURNE COUNTY
56307,Stearns County,STEARNS COUNTY
56308,Douglas County,DOUGLAS COUNTY
56309,Grant County,GRANT COUNTY
56310,Stearns County,STEARNS COUNTY
56311,Grant County,GRANT COUNTY
56312,Stearns County,STEARNS COUNTY
56313,Mille Lacs County,MILLE LACS COUNTY
56314,Morrison County,MORRISON COUNTY
56315,Douglas County,DOUGLAS COUNTY
56316,Stearns County,STEARNS COUNTY
56317,Morrison County,MORRISON COUNTY
56318,Todd County,TODD COUNTY
56319,Douglas County,DOUGLAS COUNTY
56320,Stearns County,STEARNS COUNTY
56321,Stearns County,STEARNS COUNTY
56323,Pope County,POPE COUNTY
56324,Otter Tail County,OTTER TAIL COUNTY
56325,Stearns County,STEARNS COUNTY
56326,Douglas County,DOUGLAS COUNTY
56327,Douglas County,DOUGLAS COUNTY
56328,Morrison County,MORRISON COUNTY
56329,Benton County,BENTON COUNTY
56330,Mille Lacs County,MILLE LACS COUNTY
56331,Stearns County,STEARNS COUNTY
56332,Douglas County,DOUGLAS COUNTY
56333,Benton County,BENTON COUNTY
56334,Pope County,POPE COUNTY
56335,Stearns County,STEARNS COUNTY
56336,Todd County,TODD COUNTY
56338,Morrison County,MORRISON COUNTY
56339,Grant County,GRANT COUNTY
56340,Stearns County,STEARNS COUNTY
56341,Douglas County,DOUGLAS COUNTY
56342,Mille Lacs County,MILLE LACS COUNTY
56343,Douglas County,DOUGLAS COUNTY
56344,Morrison County,MORRISON COUNTY
56345,Morrison County,MORRISON COUNTY
56347,Todd County,TODD COUNTY
56349,Pope County,POPE COUNTY
56350,Aitkin County,AITKIN COUNTY
56352,Stearns County,STEARNS COUNTY
56353,Mille Lacs County,MILLE LACS COUNTY
56354,Douglas County,DOUGLAS COUNTY
56355,Douglas County,DOUGLAS COUNTY
56356,Stearns County,STEARNS COUNTY
56357,Benton County,BENTON COUNTY
56358,Kanabec County,KANABEC COUNTY
56359,Mille Lacs County,MILLE LACS COUNTY
56360,Douglas County,DOUGLAS COUNTY
56361,Otter Tail County,OTTER TAIL COUNTY
56362,Stearns County,STEARNS COUNTY
56363,Mille Lacs County,MILLE LACS COUNTY
56364,Morrison County,MORRISON COUNTY
56367,Benton County,BENTON COUNTY
56368,Stearns County,STEARNS COUNTY
56369,Stearns County,STEARNS COUNTY
56371,Stearns County,STEARNS COUNTY
56372,Stearns County,STEARNS COUNTY
56373,Morrison County,MORRISON COUNTY
56374,Stearns County,STEARNS COUNTY
56375,Stearns County,STEARNS COUNTY
56376,Stearns County,STEARNS COUNTY
56377,Stearns County,STEARNS COUNTY
56378,Stearns County,STEARNS COUNTY
56379,Benton County,BENTON COUNTY
56381,Pope County,POPE COUNTY
56382,Morrison County,MORRISON COUNTY
56384,Morrison County,MORRISON COUNTY
56385,Pope County,POPE COUNTY
56386,Mille Lacs County,MILLE LACS COUNTY
56387,Stearns County,STEARNS COUNTY
56388,Stearns County,STEARNS COUNTY
56389,Todd County,TODD COUNTY
56393,Stearns County,STEARNS COUNTY
56395,Stearns County,STEARNS COUNTY
56396,Stearns County,STEARNS COUNTY
56397,Stearns County,STEARNS COUNTY
56398,Stearns County,STEARNS COUNTY
56399,Stearns County,STEARNS COUNTY
56401,Crow Wing County,CROW WING COUNTY
56425,Crow Wing County,CROW WING COUNTY
56430,Cass County,CASS COUNTY
56431,Aitkin County,AITKIN COUNTY
56433,Hubbard County,HUBBARD COUNTY
56434,Todd County,TODD COUNTY
56435,Cass County,CASS COUNTY
56436,Hubbard County,HUBBARD COUNTY
56437,Todd County,TODD COUNTY
56438,Todd County,TODD COUNTY
56440,Todd County,TODD COUNTY
56441,Crow Wing County,CROW WING COUNTY
56442,Crow Wing County,CROW WING COUNTY
56443,Morrison County,MORRISON COUNTY
56444,Crow Wing County,CROW WING COUNTY
56446,Todd County,TODD COUNTY
56447,Crow Wing County,CROW WING COUNTY
56448,Crow Wing County,CROW WING COUNTY
56449,Crow Wing County,CROW WING COUNTY
56450,Crow Wing County,CROW WING COUNTY
56452,Cass County,CASS COUNTY
56453,Todd County,TODD COUNTY
56455,Crow Wing County,CROW WING COUNTY
56456,Crow Wing County,CROW WING COUNTY
56458,Hubbard County,HUBBARD COUNTY
56459,Crow Wing County,CROW WING COUNTY
56461,Hubbard County,HUBBARD COUNTY
56464,Wadena County,WADENA COUNTY
56465,Crow Wing County,CROW WING COUNTY
56466,Cass County,CASS COUNTY
56467,Hubbard County,HUBBARD COUNTY
56468,Crow Wing County,CROW WING COUNTY
56469,Aitkin County,AITKIN COUNTY
56470,Hubbard County,HUBBARD COUNTY
56472,Crow Wing County,CROW WING COUNTY
56473,Cass County,CASS COUNTY
56474,Cass County,CASS COUNTY
56475,Morrison County,MORRISON COUNTY
56477,Wadena County,WADENA COUNTY
56478,Wadena County,WADENA COUNTY
56479,Todd County,TODD COUNTY
56481,Wadena County,WADENA COUNTY
56482,Wadena County,WADENA COUNTY
56484,Cass County,CASS COUNTY
56501,Becker County,BECKER COUNTY
56502,Becker County,BECKER COUNTY
56510,Norman County,NORMAN COUNTY
56511,Becker County,BECKER COUNTY
56514,Clay County,CLAY COUNTY
56515,Otter Tail County,OTTER TAIL COUNTY
56516,Norman County,NORMAN COUNTY
56517,Polk County,POLK COUNTY
56518,Otter Tail County,OTTER TAIL COUNTY
56519,Norman County,NORMAN COUNTY
56520,Wilkin County,WILKIN COUNTY
56521,Becker County,BECKER COUNTY
56522,Wilkin County,WILKIN COUNTY
56523,Polk County,POLK COUNTY
56524,Otter Tail County,OTTER TAIL COUNTY
56525,Clay County,CLAY COUNTY
56527,Otter Tail County,OTTER TAIL COUNTY
56528,Otter Tail County,OTTER TAIL COUNTY
56529,Clay County,CLAY COUNTY
56531,Grant County,GRANT COUNTY
56533,Otter Tail County,OTTER TAIL COUNTY
56534,Otter Tail County,OTTER TAIL COUNTY
56535,Polk County,POLK COUNTY
56536,Clay County,CLAY COUNTY
56537,Otter Tail County,OTTER TAIL COUNTY
56538,Otter Tail County,OTTER TAIL COUNTY
56540,Polk County,POLK COUNTY
56541,Norman County,NORMAN COUNTY
56542,Polk County,POLK COUNTY
56543,Wilkin County,WILKIN COUNTY
56544,Becker County,BECKER COUNTY
56545,Norman County,NORMAN COUNTY
56546,Clay County,CLAY COUNTY
56547,Clay County,CLAY COUNTY
56548,Norman County,NORMAN COUNTY
56549,Clay County,CLAY COUNTY
56550,Norman County,NORMAN COUNTY
56551,Otter Tail County,OTTER TAIL COUNTY
56552,Clay County,CLAY COUNTY
56553,Wilkin County,WILKIN COUNTY
56554,Becker County,BECKER COUNTY
56556,Polk County,POLK COUNTY
56557,Norman County,NORMAN COUNTY
56560,Clay County,CLAY COUNTY
56561,Clay County,CLAY COUNTY
56562,Clay County,CLAY COUNTY
56563,Clay County,CLAY COUNTY
56565,Wilkin County,WILKIN COUNTY
56566,Mahnomen County,MAHNOMEN COUNTY
56567,Otter Tail County,OTTER TAIL COUNTY
56568,Polk County,POLK COUNTY
56569,Becker County,BECKER COUNTY
56570,Becker County,BECKER COUNTY
56571,Otter Tail County,OTTER TAIL COUNTY
56572,Otter Tail County,OTTER TAIL COUNTY
56573,Otter Tail County,OTTER TAIL COUNTY
56574,Norman County,NORMAN COUNTY
56575,Becker County,BECKER COUNTY
56576,Otter Tail County,OTTER TAIL COUNTY
56577,Becker County,BECKER COUNTY
56578,Becker County,BECKER COUNTY
56579,Wilkin County,WILKIN COUNTY
56580,Clay County,CLAY COUNTY
56581,Norman County,NORMAN COUNTY
56583,Traverse County,TRAVERSE COUNTY
56584,Norman County,NORMAN COUNTY
56585,Clay County,CLAY COUNTY
56586,Otter Tail County,OTTER TAIL COUNTY
56587,Otter Tail County,OTTER TAIL COUNTY
56588,Otter Tail County,OTTER TAIL COUNTY
56589,Clearwater County,CLEARWATER COUNTY
56590,Grant County,GRANT COUNTY
56591,Becker County,BECKER COUNTY
56592,Polk County,POLK COUNTY
56593,Becker County,BECKER COUNTY
56594,Wilkin County,WILKIN COUNTY
56601,Beltrami County,BELTRAMI COUNTY
56619,Beltrami County,BELTRAMI COUNTY
56621,Clearwater County,CLEARWATER COUNTY
56623,Lake of the Woods County,LAKE OF THE WOODS COUNTY
56626,Cass County,CASS COUNTY
56627,Koochiching County,KOOCHICHING COUNTY
56628,Itasca County,ITASCA COUNTY
56629,Koochiching County,KOOCHICHING COUNTY
56630,Beltrami County,BELTRAMI COUNTY
56631,Itasca County,ITASCA COUNTY
56633,Hubbard County,HUBBARD COUNTY
56634,Clearwater County,CLEARWATER COUNTY
56636,Itasca County,ITASCA COUNTY
56637,Itasca County,ITASCA COUNTY
56639,Itasca County,ITASCA COUNTY
56641,Cass County,CASS COUNTY
56644,Clearwater County,CLEARWATER COUNTY
56646,Polk County,POLK COUNTY
56647,Beltrami County,BELTRAMI COUNTY
56649,Koochiching County,KOOCHICHING COUNTY
56650,Beltrami County,BELTRAMI COUNTY
56651,Polk County,POLK COUNTY
56652,Clearwater County,CLEARWATER COUNTY
56653,Koochiching County,KOOCHICHING COUNTY
56654,Koochiching County,KOOCHICHING COUNTY
56655,Cass County,CASS COUNTY
56657,Itasca County,ITASCA COUNTY
56658,Koochiching County,KOOCHICHING COUNTY
56659,Itasca County,ITASCA COUNTY
56660,Koochiching County,KOOCHICHING COUNTY
56661,Koochiching County,KOOCHICHING COUNTY
56662,Cass County,CASS COUNTY
56663,Beltrami County,BELTRAMI COUNTY
56666,Beltrami County,BELTRAMI COUNTY
56667,Beltrami County,BELTRAMI COUNTY
56668,Koochiching County,KOOCHICHING COUNTY
56669,Koochiching County,KOOCHICHING COUNTY
56670,Beltrami County,BELTRAMI COUNTY
56671,Beltrami County,BELTRAMI COUNTY
56672,Cass County,CASS COUNTY
56673,Roseau County,ROSEAU COUNTY
56676,Clearwater County,CLEARWATER COUNTY
56678,Beltrami County,BELTRAMI COUNTY
56679,Koochiching County,KOOCHICHING COUNTY
56680,Itasca County,ITASCA COUNTY
56681,Itasca County,ITASCA COUNTY
56682,Roseau County,ROSEAU COUNTY
56683,Beltrami County,BELTRAMI COUNTY
56684,Polk County,POLK COUNTY
56685,Beltrami County,BELTRAMI COUNTY
56686,Lake of the Woods County,LAKE OF THE WOODS COUNTY
56687,Beltrami County,BELTRAMI COUNTY
56688,Itasca County,ITASCA COUNTY
56701,Pennington County,PENNINGTON COUNTY
56710,Marshall County,MARSHALL COUNTY
56711,Lake of the Woods County,LAKE OF THE WOODS COUNTY
56713,Marshall County,MARSHALL COUNTY
56714,Roseau County,ROSEAU COUNTY
56715,Red Lake County,RED LAKE COUNTY
56716,Polk County,POLK COUNTY
56720,Kittson County,KITTSON COUNTY
56721,Polk County,POLK COUNTY
56722,Polk County,POLK COUNTY
56723,Polk County,POLK COUNTY
56724,Marshall County,MARSHALL COUNTY
56725,Pennington County,PENNINGTON COUNTY
56726,Roseau County,ROSEAU COUNTY
56727,Marshall County,MARSHALL COUNTY
56728,Kittson County,KITTSON COUNTY
56729,Kittson County,KITTSON COUNTY
56731,Kittson County,KITTSON COUNTY
56732,Kittson County,KITTSON COUNTY
56733,Kittson County,KITTSON COUNTY
56734,Kittson County,KITTSON COUNTY
56735,Kittson County,KITTSON COUNTY
56736,Polk County,POLK COUNTY
56737,Marshall County,MARSHALL COUNTY
56738,Marshall County,MARSHALL COUNTY
56740,Kittson County,KITTSON COUNTY
56741,Lake of the Woods County,LAKE OF THE WOODS COUNTY
56742,Red Lake County,RED LAKE COUNTY
56744,Marshall County,MARSHALL COUNTY
56748,Red Lake County,RED LAKE COUNTY
56750,Red Lake County,RED LAKE COUNTY
56751,Roseau County,ROSEAU COUNTY
56754,Pennington County,PENNINGTON COUNTY
56755,Kittson County,KITTSON COUNTY
56756,Roseau County,ROSEAU COUNTY
56757,Marshall County,MARSHALL COUNTY
56758,Marshall County,MARSHALL COUNTY
56759,Roseau County,ROSEAU COUNTY
56760,Marshall County,MARSHALL COUNTY
56761,Roseau County,ROSEAU COUNTY
56762,Marshall County,MARSHALL COUNTY
56763,Roseau County,ROSEAU COUNTY
56901,District of Columbia,DISTRICT OF COLUMBIA
56902,District of Columbia,DISTRICT OF COLUMBIA
56904,District of Columbia,DISTRICT OF COLUMBIA
56915,District of Columbia,DISTRICT OF COLUMBIA
56920,District of Columbia,DISTRICT OF COLUMBIA
56933,District of Columbia,DISTRICT OF COLUMBIA
56944,District of Columbia,DISTRICT OF COLUMBIA
56945,District of Columbia,DISTRICT OF COLUMBIA
56950,District of Columbia,DISTRICT OF COLUMBIA
56965,District of Columbia,DISTRICT OF COLUMBIA
56972,District of Columbia,DISTRICT OF COLUMBIA
57001,Union County,UNION COUNTY
57002,Brookings County,BROOKINGS COUNTY
57003,Minnehaha County,MINNEHAHA COUNTY
57004,Union County,UNION COUNTY
57005,Minnehaha County,MINNEHAHA COUNTY
57006,Brookings County,BROOKINGS COUNTY
57007,Brookings County,BROOKINGS COUNTY
57010,Clay County,CLAY COUNTY
57012,McCook County,MCCOOK COUNTY
57013,Lincoln County,LINCOLN COUNTY
57014,Turner County,TURNER COUNTY
57015,Turner County,TURNER COUNTY
57016,Lake County,LAKE COUNTY
57017,Moody County,MOODY COUNTY
57018,Minnehaha County,MINNEHAHA COUNTY
57020,Minnehaha County,MINNEHAHA COUNTY
57021,Turner County,TURNER COUNTY
57022,Minnehaha County,MINNEHAHA COUNTY
57024,Moody County,MOODY COUNTY
57025,Union County,UNION COUNTY
57026,Brookings County,BROOKINGS COUNTY
57027,Lincoln County,LINCOLN COUNTY
57028,Moody County,MOODY COUNTY
57029,Hutchinson County,HUTCHINSON COUNTY
57030,Minnehaha County,MINNEHAHA COUNTY
57031,Yankton County,YANKTON COUNTY
57032,Lincoln County,LINCOLN COUNTY
57033,Minnehaha County,MINNEHAHA COUNTY
57034,Lincoln County,LINCOLN COUNTY
57035,Minnehaha County,MINNEHAHA COUNTY
57036,Turner County,TURNER COUNTY
57037,Yankton County,YANKTON COUNTY
57038,Union County,UNION COUNTY
57039,Lincoln County,LINCOLN COUNTY
57040,Yankton County,YANKTON COUNTY
57041,Minnehaha County,MINNEHAHA COUNTY
57042,Lake County,LAKE COUNTY
57043,Turner County,TURNER COUNTY
57045,Hutchinson County,HUTCHINSON COUNTY
57046,Yankton County,YANKTON COUNTY
57047,Turner County,TURNER COUNTY
57048,McCook County,MCCOOK COUNTY
57049,Union County,UNION COUNTY
57050,Lake County,LAKE COUNTY
57051,Kingsbury County,KINGSBURY COUNTY
57052,Hutchinson County,HUTCHINSON COUNTY
57053,Turner County,TURNER COUNTY
57054,Lake County,LAKE COUNTY
57055,Minnehaha County,MINNEHAHA COUNTY
57056,Minnehaha County,MINNEHAHA COUNTY
57057,Lake County,LAKE COUNTY
57058,McCook County,MCCOOK COUNTY
57059,Bon Homme County,BON HOMME COUNTY
57061,Brookings County,BROOKINGS COUNTY
57062,Bon Homme County,BON HOMME COUNTY
57063,Bon Homme County,BON HOMME COUNTY
57064,Lincoln County,LINCOLN COUNTY
57065,Moody County,MOODY COUNTY
57066,Bon Homme County,BON HOMME COUNTY
57067,Yankton County,YANKTON COUNTY
57068,Minnehaha County,MINNEHAHA COUNTY
57069,Clay County,CLAY COUNTY
57070,Turner County,TURNER COUNTY
57071,Brookings County,BROOKINGS COUNTY
57072,Yankton County,YANKTON COUNTY
57073,Clay County,CLAY COUNTY
57075,Lake County,LAKE COUNTY
57076,Lake County,LAKE COUNTY
57077,Lincoln County,LINCOLN COUNTY
57078,Yankton County,YANKTON COUNTY
57079,Yankton County,YANKTON COUNTY
57101,Minnehaha County,MINNEHAHA COUNTY
57103,Minnehaha County,MINNEHAHA COUNTY
57104,Minnehaha County,MINNEHAHA COUNTY
57105,Minnehaha County,MINNEHAHA COUNTY
57106,Minnehaha County,MINNEHAHA COUNTY
57107,Minnehaha County,MINNEHAHA COUNTY
57108,Lincoln County,LINCOLN COUNTY
57109,Minnehaha County,MINNEHAHA COUNTY
57110,Minnehaha County,MINNEHAHA COUNTY
57117,Minnehaha County,MINNEHAHA COUNTY
57118,Minnehaha County,MINNEHAHA COUNTY
57186,Minnehaha County,MINNEHAHA COUNTY
57188,Minnehaha County,MINNEHAHA COUNTY
57189,Minnehaha County,MINNEHAHA COUNTY
57192,Minnehaha County,MINNEHAHA COUNTY
57193,Minnehaha County,MINNEHAHA COUNTY
57194,Minnehaha County,MINNEHAHA COUNTY
57195,Minnehaha County,MINNEHAHA COUNTY
57196,Minnehaha County,MINNEHAHA COUNTY
57197,Minnehaha County,MINNEHAHA COUNTY
57198,Minnehaha County,MINNEHAHA COUNTY
57201,Codington County,CODINGTON COUNTY
57212,Kingsbury County,KINGSBURY COUNTY
57213,Deuel County,DEUEL COUNTY
57214,Kingsbury County,KINGSBURY COUNTY
57216,Grant County,GRANT COUNTY
57217,Clark County,CLARK COUNTY
57218,Deuel County,DEUEL COUNTY
57219,Day County,DAY COUNTY
57220,Brookings County,BROOKINGS COUNTY
57221,Hamlin County,HAMLIN COUNTY
57223,Hamlin County,HAMLIN COUNTY
57224,Roberts County,ROBERTS COUNTY
57225,Clark County,CLARK COUNTY
57226,Deuel County,DEUEL COUNTY
57227,Roberts County,ROBERTS COUNTY
57231,Kingsbury County,KINGSBURY COUNTY
57232,Marshall County,MARSHALL COUNTY
57233,Kingsbury County,KINGSBURY COUNTY
57234,Hamlin County,HAMLIN COUNTY
57235,Codington County,CODINGTON COUNTY
57236,Clark County,CLARK COUNTY
57237,Deuel County,DEUEL COUNTY
57238,Deuel County,DEUEL COUNTY
57239,Day County,DAY COUNTY
57241,Hamlin County,HAMLIN COUNTY
57242,Hamlin County,HAMLIN COUNTY
57243,Codington County,CODINGTON COUNTY
57245,Codington County,CODINGTON COUNTY
57246,Grant County,GRANT COUNTY
57247,Marshall County,MARSHALL COUNTY
57248,Hamlin County,HAMLIN COUNTY
57249,Kingsbury County,KINGSBURY COUNTY
57251,Grant County,GRANT COUNTY
57252,Grant County,GRANT COUNTY
57253,Grant County,GRANT COUNTY
57255,Roberts County,ROBERTS COUNTY
57256,Roberts County,ROBERTS COUNTY
57257,Roberts County,ROBERTS COUNTY
57258,Clark County,CLARK COUNTY
57259,Grant County,GRANT COUNTY
57260,Roberts County,ROBERTS COUNTY
57261,Day County,DAY COUNTY
57262,Roberts County,ROBERTS COUNTY
57263,Codington County,CODINGTON COUNTY
57264,Grant County,GRANT COUNTY
57265,Grant County,GRANT COUNTY
57266,Grant County,GRANT COUNTY
57268,Deuel County,DEUEL COUNTY
57269,Grant County,GRANT COUNTY
57270,Marshall County,MARSHALL COUNTY
57271,Clark County,CLARK COUNTY
57272,Codington County,CODINGTON COUNTY
57273,Day County,DAY COUNTY
57274,Day County,DAY COUNTY
57276,Brookings County,BROOKINGS COUNTY
57278,Clark County,CLARK COUNTY
57279,Roberts County,ROBERTS COUNTY
57301,Davison County,DAVISON COUNTY
57311,Hanson County,HANSON COUNTY
57312,Jerauld County,JERAULD COUNTY
57313,Douglas County,DOUGLAS COUNTY
